district_name,total_crime_rate
Coochbehar,2670.0
Dinajpur Dakshin,1090.0
Darjeeling,935.0
Hooghly,725.0
Howrah,90.0
Howrah,1210.0
Howrah,1050.0
Jalpaiguri,1555.0
Jhargram,200.0
Medinipur West,50.0
Kolkata,6580.0
Maldah,3520.0
Murshidabad,4725.0
Nadia,3830.0
Medinipur West,780.0
Medinipur East,420.0
Purulia,425.0
Kolkata,575.0
Darjeeling,50.0
Darjeeling,1595.0
Dinajpur Uttar,1080.0
24 Paraganas South,1775.0
Hooghly,800.0
24 Paraganas South,835.0
Kalimpong,340.0
Purba Bardhaman,1750.0
24 Paraganas South,530.0
24 Paraganas North,3020.0
24 Paraganas North,1955.0
South Andamans,795.0
North And Middle Andaman,340.0
Nicobars,140.0
Chandigarh,7545.0
Dadra And Nagar Haveli,245.0
Daman,145.0
Diu,30.0
Central,2200.0
North West,1065.0
East,1400.0
New Delhi,0.0
New Delhi,1285.0
North West,185.0
New Delhi,250.0
North,1760.0
North East,4855.0
North West,3840.0
North West,6095.0
New Delhi,165.0
South,3780.0
South East,3120.0
South West,2495.0
North West,650.0
New Delhi,0.0
New Delhi,0.0
West,3155.0
North West,2245.0
Shahdara,2730.0
South West,2690.0
New Delhi,3350.0
Lakshadweep District,295.0
Karaikal,0.0
Pondicherry,3995.0
Anantapur,10835.0
Chittoor,10010.0
Y.S.R.,11065.0
East Godavari,14410.0
Anantapur,10.0
Guntur,2395.0
Guntur,585.0
Krishna,7320.0
Kurnool,20540.0
Spsr Nellore,810.0
Prakasam,1820.0
East Godavari,4490.0
Srikakulam,5415.0
Tirupati,1575.0
Ntr,1710.0
Ntr,65.0
Visakhapatanam,15680.0
Visakhapatanam,2145.0
Vizianagaram,8365.0
West Godavari,12090.0
Anjaw,0.0
Changlang,190.0
Papum Pare,25.0
Dibang Valley,0.0
East Kameng,15.0
West Kameng,115.0
Kurung Kumey,25.0
Lohit,35.0
Longding,130.0
Lower Dibang Valley,25.0
Papum Pare,290.0
Papum Pare,25.0
East Siang,75.0
Upper Siang,20.0
West Siang,15.0
Lower Subansiri,0.0
Upper Subansiri,20.0
Tawang,0.0
Tirap,105.0
Namsai,100.0
Siang,10.0
Kamle,15.0
Kra Daadi,0.0
Lower Siang,0.0
Leparada,10.0
Shi Yomi,5.0
Pakke Kessang,0.0
Kamrup Metro,35.0
Barpeta,1015.0
Baksa,675.0
Bongaigaon,1425.0
Kamrup Metro,75.0
Cachar,3100.0
Chirang,915.0
Darrang,905.0
Dhemaji,595.0
Dhubri,2910.0
Dibrugarh,2665.0
Kamrup Metro,155.0
Goalpara,415.0
Golaghat,975.0
Kamrup Metro,7465.0
Hailakandi,730.0
West Karbi Anglong,175.0
Jorhat,1345.0
Kamrup,2325.0
Karbi Anglong,730.0
Karimganj,690.0
Kokrajhar,1465.0
Lakhimpur,1050.0
Marigaon,1575.0
Dima Hasao,280.0
Nagaon,2575.0
Nalbari,865.0
Kamrup Metro,5.0
Kamrup Metro,0.0
Kamrup Metro,20.0
Sivasagar,1040.0
Sonitpur,2300.0
Tinsukia,1425.0
Udalguri,420.0
Tinsukia,90.0
Majuli,135.0
Biswanath,420.0
Hojai,535.0
South Salmara Mancachar,545.0
Charaideo,660.0
Araria,5710.0
Arwal,1930.0
Aurangabad,6770.0
Pashchim Champaran,3430.0
Banka,4550.0
Begusarai,1190.0
Pashchim Champaran,6620.0
Kaimur (Bhabua),940.0
Bhagalpur,6520.0
Bhojpur,9020.0
Buxar,6960.0
Darbhanga,7370.0
Gaya,9415.0
Gopalganj,8805.0
Munger,680.0
Jamui,2705.0
Jehanabad,2970.0
Katihar,5415.0
Katihar,690.0
Khagaria,3285.0
Kishanganj,2305.0
Lakhisarai,3270.0
Madhepura,3620.0
Madhubani,9695.0
Purbi Champaran,14670.0
Munger,4180.0
Muzaffarpur,10975.0
Muzaffarpur,1950.0
Nalanda,8010.0
Bhagalpur,1970.0
Nawada,9315.0
Patna,38305.0
Patna,1745.0
Purnia,3975.0
Rohtas,5840.0
Saharsa,2990.0
Samastipur,6165.0
Saran,13620.0
Sheikhpura,1180.0
Sheohar,3210.0
Sitamarhi,7645.0
Siwan,660.0
Supaul,5940.0
Vaishali,7645.0
Patna,5.0
Patna,0.0
Balod,2635.0
Baloda Bazar,3040.0
Balrampur,1020.0
Bemetara,3455.0
Bilaspur,3135.0
Bijapur,195.0
Dantewada,300.0
Dhamtari,1720.0
Durg,7365.0
Gariyaband,1100.0
Raipur,250.0
Bastar,1440.0
Janjgir-Champa,3860.0
Jashpur,905.0
Kabirdham,2625.0
Kanker,1340.0
Kondagaon,635.0
Korba,2175.0
Korea,1980.0
Mahasamund,2185.0
Mungeli,2330.0
Narayanpur,405.0
Raigarh,3765.0
Raipur,8380.0
Rajnandgaon,2580.0
Surguja,945.0
Sukma,400.0
Surajpur,2075.0
Gaurella Pendra Marwahi,380.0
North Goa,1905.0
South Goa,2245.0
North Goa,700.0
Ahmadabad,102050.0
Ahmadabad,27855.0
Amreli,71060.0
Anand,34395.0
Arvalli,18005.0
Banas Kantha,56775.0
Bharuch,67405.0
Bhavnagar,70040.0
Botad,16350.0
Chhotaudepur,21840.0
Gandhinagar,35.0
Dohad,22400.0
Dang,9155.0
Devbhumi Dwarka,23090.0
Gandhinagar,21250.0
Gir Somnath,37500.0
Jamnagar,36445.0
Junagadh,67830.0
Kachchh,19035.0
Kachchh,27220.0
Kheda,24540.0
Mahisagar,14880.0
Mahesana,44800.0
Morbi,26365.0
Narmada,15370.0
Navsari,98220.0
Panch Mahals,34030.0
Patan,35905.0
Porbandar,21005.0
Rajkot,34815.0
Rajkot,39335.0
Sabar Kantha,23790.0
Surat,121130.0
Surat,43705.0
Surendranagar,24565.0
Tapi,16820.0
Vadodara,46740.0
Vadodara,49940.0
Valsad,41095.0
Ahmadabad,2885.0
Vadodara,3970.0
Ahmadabad,0.0
Bhavnagar,0.0
Cyber Border Range,0.0
Gandhinagar,10.0
Junagadh,45.0
Panch Mahals,0.0
Rajkot,0.0
Surat,15.0
Vadodara,0.0
Ambala,3815.0
Bhiwani,2355.0
Faridabad,8450.0
Fatehabad,2945.0
Ambala,275.0
Gurugram,7050.0
Hisar,3380.0
Jhajjar,2005.0
Jind,1650.0
Kaithal,1570.0
Karnal,2785.0
Kurukshetra,2675.0
Mahendragarh,1280.0
Nuh,2820.0
Palwal,2705.0
Panchkula,1315.0
Panipat,2945.0
Rewari,1950.0
Rohtak,3945.0
Sirsa,5415.0
Sonipat,3475.0
Yamunanagar,2560.0
Gurugram,0.0
Charki Dadri,1045.0
Hisar,1405.0
Solan,490.0
Bilaspur,915.0
Chamba,505.0
Shimla,15.0
Shimla,0.0
Hamirpur,650.0
Kangra,2080.0
Kinnaur,260.0
Kullu,2145.0
Lahul And Spiti,20.0
Mandi,1740.0
Shimla,2000.0
Sirmaur,645.0
Solan,585.0
Una,1710.0
Shimla,25.0
Bokaro,1020.0
West Singhbhum,615.0
Chatra,1360.0
Deoghar,1670.0
Dhanbad,1960.0
Dhanbad,15.0
Dumka,980.0
Garhwa,2350.0
Giridih,2110.0
Godda,780.0
Gumla,690.0
Hazaribagh,1780.0
East Singhbum,915.0
East Singhbum,10.0
Jamtara,710.0
Khunti,665.0
Koderma,545.0
Latehar,1340.0
Lohardaga,445.0
Pakur,470.0
Palamu,2220.0
Ramgarh,845.0
Ranchi,4580.0
Sahebganj,595.0
Saraikela Kharsawan,1240.0
Simdega,230.0
Bagalkote,2965.0
Bengaluru Urban,66740.0
Bengaluru Urban,2125.0
Belagavi,5765.0
Ballari,7450.0
Bidar,2595.0
Vijayapura,4620.0
Chikkaballapura,3065.0
Chamarajanagara,1540.0
Chikkamagaluru,2565.0
Chitradurga,3715.0
Dakshina Kannada,1250.0
Davangere,4370.0
Dharwad,1635.0
Gadag,2185.0
Kalaburagi,3375.0
Hassan,3170.0
Haveri,3965.0
Dharwad,2190.0
Belagavi,345.0
Kodagu,1480.0
Kolar,695.0
Koppal,3060.0
Mandya,2550.0
Dakshina Kannada,2145.0
Mysuru,1900.0
Mysuru,3305.0
Raichur,3910.0
Bengaluru Urban,65.0
Ramanagara,3485.0
Shivamogga,5375.0
Tumakuru,4600.0
Udupi,3320.0
Uttara Kannada,3225.0
Yadgir,2970.0
Belagavi,1180.0
Kalaburagi,1280.0
Alappuzha,118085.0
Ernakulam,60265.0
Ernakulam,99215.0
Idukki,96905.0
Kannur,70755.0
Kasaragod,54230.0
Kollam,120420.0
Kollam,112090.0
Kottayam,73925.0
Kozhikode,57480.0
Kozhikode,53405.0
Malappuram,59765.0
Palakkad,79820.0
Pathanamthitta,118895.0
Thiruvananthapuram,685.0
Thrissur,86080.0
Thrissur,82940.0
Thiruvananthapuram,101815.0
Thiruvananthapuram,399140.0
Wayanad,39925.0
Thiruvananthapuram,115.0
Agar Malwa,1695.0
Alirajpur,1260.0
Anuppur,2125.0
Ashoknagar,3270.0
Balaghat,3570.0
Barwani,4035.0
Betul,7030.0
Bhind,3480.0
Bhopal,17885.0
Bhopal,165.0
Burhanpur,4905.0
Chhatarpur,5200.0
Chhindwara,5980.0
Damoh,6900.0
Datia,3265.0
Dewas,4765.0
Dhar,8915.0
Dindori,1385.0
Guna,4395.0
Gwalior,7205.0
Harda,1865.0
Narmadapuram,3470.0
Indore,21250.0
Indore,170.0
Jabalpur,16325.0
Jabalpur,440.0
Jhabua,2095.0
Katni,5870.0
Indore,3955.0
Khargone,5025.0
Mandla,1385.0
Mandsaur,5790.0
Morena,5520.0
Narsinghpur,8845.0
Neemuch,3900.0
Panna,4295.0
Raisen,3355.0
Rajgarh,6660.0
Ratlam,5255.0
Rewa,3840.0
Sagar,7905.0
Satna,4750.0
Seoni,5970.0
Shahdol,4050.0
Shajapur,3000.0
Sheopur,2435.0
Shivpuri,4830.0
Sidhi,1535.0
Sehore,3900.0
Singrauli,2515.0
Tikamgarh,2835.0
Ujjain,4125.0
Umaria,925.0
Vidisha,4535.0
Cyber Crime Cell,1340.0
Niwari,755.0
Ahmednagar,21445.0
Akola,21075.0
Amravati,8600.0
Amravati,23455.0
Aurangabad,5080.0
Aurangabad,13880.0
Beed,19980.0
Bhandara,10160.0
Buldhana,32895.0
Chandrapur,37805.0
Dhule,11970.0
Gadchiroli,11825.0
Gondia,14325.0
Hingoli,6405.0
Jalgaon,18935.0
Jalna,9295.0
Kolhapur,13930.0
Latur,11040.0
Mumbai,41435.0
Mumbai,925.0
Nagpur,28455.0
Nagpur,145.0
Nagpur,23615.0
Nanded,14235.0
Nandurbar,9820.0
Nashik,6385.0
Nashik,13730.0
Mumbai Suburban,3150.0
Osmanabad,7200.0
Palghar,3455.0
Parbhani,8890.0
Pune,16360.0
Pune,90.0
Pune,17695.0
Raigad,2255.0
Ratnagiri,3100.0
Sangli,8725.0
Satara,11330.0
Sindhudurg,4520.0
Solapur,8445.0
Solapur,32390.0
Thane,8415.0
Thane,3475.0
Wardha,28955.0
Washim,14400.0
Yavatmal,37395.0
Pune,11510.0
Aurangabad,115.0
Thane,7820.0
Bishnupur,425.0
Chandel,100.0
Churachandpur,120.0
Imphal West,15.0
Imphal East,515.0
Imphal West,335.0
Senapati,50.0
Tamenglong,20.0
Thoubal,405.0
Ukhrul,85.0
Kakching,250.0
Kamjong,30.0
Kangpokpi,60.0
Jiribam,60.0
Noney,25.0
Pherzawl,10.0
Tengnoupal,450.0
Imphal West,120.0
East Garo Hills,235.0
North Garo Hills,60.0
South Garo Hills,265.0
South West Garo Hills,135.0
West Garo Hills,305.0
West Jaintia Hills,475.0
East Jaintia Hills,215.0
East Khasi Hills,890.0
South West Khasi Hills,130.0
West Khasi Hills,315.0
Ri Bhoi,440.0
East Khasi Hills,5.0
Aizawl,1250.0
Champhai,265.0
Kolasib,205.0
Lawngtlai,70.0
Lunglei,125.0
Mamit,165.0
Saiha,35.0
Serchhip,125.0
Aizawl,155.0
Saitual,0.0
Khawzawl,40.0
Hnahthial,70.0
Cyber,0.0
Dimapur,845.0
Kiphire,20.0
Kohima,155.0
Longleng,90.0
Mokokchung,355.0
Mon,275.0
Peren,90.0
Phek,85.0
Tuensang,70.0
Wokha,240.0
Zunheboto,205.0
Anugul,695.0
Baleshwar,960.0
Bargarh,885.0
Baleshwar,970.0
Bhadrak,1005.0
Balangir,845.0
Boudh,480.0
Cuttack,455.0
Khordha,1135.0
Cuttack,770.0
Deogarh,435.0
Dhenkanal,625.0
Gajapati,1005.0
Ganjam,3055.0
Jagatsinghapur,510.0
Jajapur,1190.0
Jharsuguda,650.0
Kalahandi,635.0
Kandhamal,1120.0
Kendrapara,610.0
Kendujhar,520.0
Khordha,570.0
Koraput,1370.0
Malkangiri,1215.0
Mayurbhanj,1485.0
Nayagarh,440.0
Nabarangpur,875.0
Nuapada,200.0
Puri,1215.0
Rayagada,1290.0
Sundargarh,535.0
Sambalpur,810.0
Sonepur,275.0
Cuttack,65.0
Sundargarh,110.0
Sundargarh,610.0
Cuttack,180.0
Amritsar,1790.0
Barnala,980.0
Gurdaspur,980.0
Bathinda,3465.0
Amritsar,3700.0
Jalandhar,6340.0
Ludhiana,4385.0
Faridkot,1710.0
Fatehgarh Sahib,1085.0
Fazilka,2095.0
Ferozepur,2085.0
Patiala,255.0
Gurdaspur,1380.0
Hoshiarpur,2360.0
Jalandhar,6445.0
Kapurthala,2470.0
Ludhiana,1210.0
Ludhiana,1005.0
Mansa,2530.0
Moga,2215.0
Sri Muktsar Sahib,2820.0
Pathankot,1780.0
Patiala,4510.0
Rupnagar,1050.0
Sangrur,4085.0
S.A.S Nagar,1530.0
Shahid Bhagat Singh Nagar,1295.0
Tarn Taran,2120.0
S.A.S Nagar,25.0
S.A.S Nagar,180.0
S.A.S Nagar,0.0
Amritsar,875.0
Ajmer,5835.0
Alwar,9120.0
Banswara,2460.0
Baran,7250.0
Barmer,1350.0
Bharatpur,6575.0
Bhilwara,3580.0
Bikaner,7130.0
Bundi,7205.0
Chittorgarh,5655.0
Churu,3495.0
Dausa,5320.0
Dholpur,3895.0
Dungarpur,1445.0
Ajmer,675.0
Jodhpur,300.0
Ganganagar,8920.0
Hanumangarh,8840.0
Jaipur,5930.0
Jaipur,5850.0
Jaipur (Gramin),4310.0
Jaipur,5495.0
Jaipur,4720.0
Jaisalmer,915.0
Jalore,1895.0
Jhalawar,9605.0
Jhunjhunu,6195.0
Jodhpur,2465.0
Jodhpur,2795.0
Jodhpur,1645.0
Karauli,4365.0
Kota,7990.0
Kota,7590.0
Nagaur,3720.0
Pali,3020.0
Pratapgarh,2910.0
Rajsamand,2290.0
Sawai Madhopur,2625.0
Sikar,2610.0
Sirohi,3565.0
Tonk,2420.0
Udaipur,7445.0
Jaipur,5.0
Jaipur,160.0
Jaipur,70.0
Jaipur,0.0
Jaipur,25.0
Khairthal-Tijara,4120.0
Gangtok,430.0
Mangan,35.0
Namchi,275.0
Gyalshing,105.0
Ariyalur,20360.0
Chennai,399520.0
Coimbatore,32375.0
Coimbatore,68905.0
Cuddalore,51515.0
Dharmapuri,65295.0
Dindigul,37815.0
Erode,66925.0
Kanchipuram,13175.0
Kanniyakumari,62745.0
Karur,22530.0
Krishnagiri,34825.0
Madurai,32945.0
Madurai,83985.0
Nagapattinam,41410.0
Namakkal,76805.0
The Nilgiris,11970.0
Perambalur,16985.0
Pudukkottai,42280.0
Ramanathapuram,57620.0
Chennai,200.0
Tiruchirappalli,30.0
Salem,54510.0
Salem,31295.0
Sivaganga,22870.0
Thanjavur,47710.0
Theni,29960.0
Tirunelveli,22705.0
Tirunelveli,12400.0
Thiruvallur,35555.0
Tiruvannamalai,49500.0
Thiruvarur,192595.0
Tuticorin,30650.0
Tiruppur,31585.0
Tiruppur,19415.0
Tiruchirappalli,30050.0
Tiruchirappalli,32925.0
Vellore,22290.0
Villupuram,232740.0
Virudhunagar,58725.0
Chennai,10.0
Chennai,3100.0
Chengalpattu,11345.0
Kallakurichi,23860.0
Ranipet,14580.0
Tirupathur,63495.0
Tenkasi,25065.0
Hyderabad,6680.0
Hyderabad,9310.0
Karimnagar,875.0
Khammam,1630.0
Nizamabad,2375.0
Yadadri Bhuvanagiri,3330.0
Peddapalli,1145.0
Siddipet,1305.0
Warangal,2610.0
Adilabad,1130.0
Bhadradri Kothagudem,1610.0
Jagitial,1070.0
Jayashankar Bhupalapally,920.0
Jogulamba Gadwal,1005.0
Kamareddy,475.0
Kumuram Bheem Asifabad,1090.0
Mahabubabad,680.0
Mahabubnagar,1620.0
Medak,895.0
Nagarkurnool,680.0
Nalgonda,1065.0
Nirmal,365.0
Rajanna Sircilla,630.0
Sangareddy,1120.0
Suryapet,1190.0
Vikarabad,760.0
Wanaparthy,465.0
Hyderabad,135.0
Mulugu,1430.0
Narayanpet,610.0
Dhalai,180.0
Gomati,225.0
West Tripura,25.0
Khowai,380.0
North Tripura,320.0
Sepahijala,435.0
South Tripura,415.0
Unakoti,290.0
West Tripura,875.0
Agra,11975.0
Aligarh,12620.0
Prayagraj,33655.0
Ambedkar Nagar,4585.0
Amethi,6350.0
Amroha,6730.0
Auraiya,6535.0
Azamgarh,6325.0
Budaun,9430.0
Baghpat,5830.0
Bahraich,6310.0
Ballia,7365.0
Balrampur,5980.0
Banda,3815.0
Barabanki,9485.0
Bareilly,22075.0
Basti,6315.0
Bijnor,13795.0
Bulandshahr,21960.0
Chandauli,3560.0
Chitrakoot,2045.0
Deoria,3990.0
Etah,8925.0
Etawah,12405.0
Ayodhya,8700.0
Farrukhabad,166765.0
Fatehpur,4405.0
Firozabad,9320.0
Lucknow,2220.0
Gautam Buddha Nagar,13790.0
Ghaziabad,31485.0
Ghazipur,4645.0
Gonda,6800.0
Gorakhpur,52695.0
Hamirpur,5060.0
Hapur,5325.0
Hardoi,250.0
Hathras,5170.0
Jalaun,5075.0
Jaunpur,8000.0
Jhansi,12610.0
Kannauj,4360.0
Kanpur Dehat,24345.0
Kanpur Nagar,53935.0
Kasganj,2895.0
Kaushambi,6795.0
Kheri,9275.0
Kushi Nagar,10440.0
Lalitpur,1735.0
Lucknow,19750.0
Maharajganj,7505.0
Mahoba,2685.0
Mainpuri,7150.0
Mathura,7415.0
Mau,3045.0
Meerut,20590.0
Mirzapur,4170.0
Moradabad,19610.0
Muzaffarnagar,10555.0
Pilibhit,7120.0
Pratapgarh,7985.0
Rae Bareli,5260.0
Rampur,9590.0
Saharanpur,18765.0
Sambhal,6680.0
Sant Kabeer Nagar,4795.0
Shahjahanpur,17355.0
Shamli,8005.0
Shravasti,1830.0
Siddharth Nagar,8800.0
Sitapur,10360.0
Sonbhadra,3325.0
Bhadohi,2685.0
Sultanpur,6845.0
Unnao,3850.0
Varanasi,5325.0
Lucknow,1775.0
Almora,265.0
Bageshwar,325.0
Chamoli,250.0
Champawat,6675.0
Dehradun,5415.0
Haridwar,20370.0
Nainital,143480.0
Pauri Garhwal,1120.0
Pithoragarh,440.0
Rudra Prayag,95.0
Tehri Garhwal,1005.0
Udam Singh Nagar,7375.0
Uttar Kashi,670.0
Dehradun,20.0
Alipurduar,1945.0
Paschim Bardhaman,650.0
Bankura,275.0
24 Paraganas North,2085.0
24 Paraganas North,570.0
Birbhum,1305.0
Coochbehar,4470.0
Dinajpur Dakshin,885.0
Darjeeling,1630.0
Hooghly,665.0
Howrah,95.0
Howrah,1245.0
Howrah,555.0
Jalpaiguri,2285.0
Jhargram,160.0
Medinipur West,5.0
Kolkata,11560.0
Maldah,2935.0
Murshidabad,3685.0
Medinipur West,840.0
Medinipur East,540.0
Purulia,345.0
Kolkata,110.0
Darjeeling,70.0
Darjeeling,14340.0
24 Paraganas South,2155.0
Hooghly,840.0
24 Paraganas South,1125.0
Kalimpong,405.0
Purba Bardhaman,1110.0
24 Paraganas South,570.0
24 Paraganas North,1155.0
24 Paraganas North,3725.0
24 Paraganas North,1455.0
Dinajpur Uttar,435.0
Murshidabad,1000.0
Nadia,1485.0
Dinajpur Uttar,620.0
Nadia,695.0
South Andamans,1255.0
North And Middle Andaman,595.0
Nicobars,160.0
Chandigarh,2470.0
Dadra And Nagar Haveli,290.0
Daman,95.0
Diu,50.0
Central,1910.0
North West,505.0
East,1135.0
New Delhi,0.0
New Delhi,705.0
North West,85.0
New Delhi,195.0
North,1895.0
North East,4785.0
North West,3400.0
North West,4750.0
New Delhi,55.0
South,3420.0
South East,5125.0
South West,2500.0
North West,580.0
New Delhi,0.0
New Delhi,0.0
West,12580.0
North West,2065.0
Shahdara,1960.0
South West,2960.0
New Delhi,3020.0
Anantnag,940.0
Pulwama,720.0
Bandipora,295.0
Baramulla,650.0
Budgam,740.0
Jammu,40.0
Jammu,30.0
Doda,110.0
Ganderbal,330.0
Kupwara,295.0
Jammu,1380.0
Kathua,490.0
Kishtwar,135.0
Kulgam,800.0
Kupwara,505.0
Poonch,315.0
Pulwama,510.0
Jammu,5.0
Jammu,25.0
Reasi,0.0
Rajouri,1105.0
Ramban,330.0
Reasi,330.0
Samba,325.0
Shopian,590.0
Baramulla,360.0
Srinagar,2385.0
Udhampur,575.0
Kargil,5.0
Leh Ladakh,30.0
Lakshadweep District,190.0
Karaikal,0.0
Anantapur,8450.0
Chittoor,8455.0
Y.S.R.,8875.0
East Godavari,19260.0
Anantapur,25.0
Guntur,3975.0
Guntur,1135.0
Krishna,9845.0
Kurnool,12415.0
Spsr Nellore,430.0
Prakasam,2485.0
East Godavari,3750.0
Srikakulam,3425.0
Tirupati,1205.0
Ntr,1900.0
Ntr,270.0
Visakhapatanam,12535.0
Visakhapatanam,2160.0
Vizianagaram,6740.0
West Godavari,20100.0
Anjaw,45.0
Changlang,185.0
Papum Pare,15.0
Dibang Valley,5.0
East Kameng,45.0
West Kameng,130.0
Kurung Kumey,20.0
Lohit,45.0
Longding,160.0
Lower Dibang Valley,90.0
Papum Pare,500.0
Papum Pare,40.0
East Siang,150.0
Upper Siang,40.0
West Siang,20.0
Lower Subansiri,105.0
Upper Subansiri,100.0
Tawang,5.0
Tirap,115.0
Namsai,140.0
Siang,5.0
Kamle,5.0
Kra Daadi,0.0
Lower Siang,25.0
Leparada,20.0
Shi Yomi,5.0
Pakke Kessang,5.0
Kamrup Metro,55.0
Barpeta,2185.0
Baksa,845.0
Bongaigaon,1790.0
Kamrup Metro,20.0
Cachar,2450.0
Chirang,900.0
Darrang,825.0
Dhemaji,740.0
Dhubri,4665.0
Dibrugarh,2140.0
Kamrup Metro,285.0
Goalpara,795.0
Golaghat,1505.0
Kamrup Metro,9660.0
Hailakandi,770.0
West Karbi Anglong,185.0
Jorhat,2125.0
Kamrup,3035.0
Karbi Anglong,970.0
Karimganj,1155.0
Kokrajhar,1420.0
Lakhimpur,1245.0
Marigaon,1965.0
Dima Hasao,205.0
Nagaon,3820.0
Nalbari,1175.0
Kamrup Metro,40.0
Kamrup Metro,5.0
Kamrup Metro,15.0
Sivasagar,1050.0
Sonitpur,2105.0
Tinsukia,1865.0
Udalguri,705.0
Tinsukia,185.0
Majuli,170.0
Biswanath,355.0
Hojai,1170.0
South Salmara Mancachar,2340.0
Charaideo,625.0
Araria,7690.0
Arwal,2570.0
Aurangabad,9720.0
Pashchim Champaran,4655.0
Banka,6285.0
Begusarai,8850.0
Pashchim Champaran,12455.0
Kaimur (Bhabua),6405.0
Bhagalpur,8260.0
Bhojpur,12815.0
Buxar,10445.0
Darbhanga,9595.0
Gaya,14105.0
Gopalganj,10805.0
Munger,1245.0
Jamui,3325.0
Jehanabad,3090.0
Katihar,7665.0
Katihar,1345.0
Khagaria,4845.0
Kishanganj,3865.0
Lakhisarai,4665.0
Madhepura,4440.0
Madhubani,13990.0
Purbi Champaran,18545.0
Munger,6050.0
Muzaffarpur,15925.0
Muzaffarpur,2780.0
Nalanda,11425.0
Bhagalpur,3115.0
Nawada,13400.0
Patna,42210.0
Patna,3840.0
Purnia,8150.0
Rohtas,9275.0
Saharsa,4525.0
Samastipur,8070.0
Saran,20160.0
Sheikhpura,2005.0
Sheohar,3735.0
Sitamarhi,11475.0
Siwan,9765.0
Supaul,7965.0
Vaishali,10515.0
Patna,0.0
Patna,0.0
Balod,2830.0
Baloda Bazar,4170.0
Balrampur,1225.0
Bemetara,3555.0
Bilaspur,4190.0
Bijapur,245.0
Dantewada,460.0
Dhamtari,2130.0
Durg,7880.0
Gariyaband,1185.0
Raipur,225.0
Bastar,1590.0
Janjgir-Champa,3415.0
Jashpur,1440.0
Kabirdham,3195.0
Kanker,1430.0
Kondagaon,810.0
Korba,2505.0
Korea,2845.0
Mahasamund,2015.0
Mungeli,2815.0
Narayanpur,365.0
Raigarh,7940.0
Raipur,9675.0
Rajnandgaon,4200.0
Surguja,1535.0
Sukma,350.0
Surajpur,1990.0
Gaurella Pendra Marwahi,640.0
North Goa,1740.0
South Goa,1950.0
North Goa,755.0
Ahmadabad,352830.0
Ahmadabad,26525.0
Amreli,75060.0
Anand,37415.0
Arvalli,18340.0
Banas Kantha,98350.0
Bharuch,134235.0
Bhavnagar,76580.0
Botad,19995.0
Chhotaudepur,25085.0
Gandhinagar,10.0
Dohad,33980.0
Dang,7580.0
Devbhumi Dwarka,27590.0
Gandhinagar,22030.0
Gir Somnath,27660.0
Jamnagar,43120.0
Junagadh,55520.0
Kachchh,20550.0
Kachchh,44280.0
Kheda,31425.0
Mahisagar,18690.0
Mahesana,55415.0
Morbi,29910.0
Narmada,18105.0
Navsari,65520.0
Panch Mahals,36165.0
Patan,53185.0
Porbandar,26990.0
Rajkot,51570.0
Rajkot,41025.0
Sabar Kantha,77755.0
Surat,216640.0
Surat,51815.0
Surendranagar,21400.0
Tapi,24910.0
Vadodara,65050.0
Vadodara,80585.0
Valsad,79705.0
Ahmadabad,4860.0
Vadodara,5930.0
Ahmadabad,125.0
Bhavnagar,15.0
Cyber Border Range,0.0
Gandhinagar,20.0
Junagadh,185.0
Panch Mahals,0.0
Rajkot,5.0
Surat,30.0
Vadodara,0.0
Ambala,4785.0
Bhiwani,2290.0
Faridabad,9685.0
Fatehabad,2545.0
Ambala,455.0
Gurugram,6785.0
Hisar,3840.0
Jhajjar,2900.0
Jind,2170.0
Kaithal,1705.0
Karnal,4420.0
Kurukshetra,2530.0
Mahendragarh,1390.0
Nuh,2685.0
Palwal,2355.0
Panchkula,2110.0
Panipat,3305.0
Rewari,2130.0
Rohtak,4235.0
Sirsa,4200.0
Sonipat,4065.0
Yamunanagar,3535.0
Gurugram,0.0
Charki Dadri,1265.0
Hisar,1405.0
Solan,950.0
Bilaspur,1035.0
Chamba,610.0
Shimla,10.0
Shimla,0.0
Hamirpur,500.0
Kangra,1370.0
Kinnaur,380.0
Kullu,1460.0
Lahul And Spiti,40.0
Mandi,1420.0
Shimla,1700.0
Sirmaur,1035.0
Solan,655.0
Una,1780.0
Shimla,20.0
Anantnag,1550.0
Pulwama,635.0
Bandipora,495.0
Baramulla,805.0
Budgam,680.0
Jammu,15.0
Jammu,70.0
Doda,185.0
Ganderbal,310.0
Kupwara,295.0
Jammu,1835.0
Kathua,595.0
Kishtwar,230.0
Kulgam,925.0
Kupwara,580.0
Poonch,330.0
Pulwama,1015.0
Jammu,10.0
Jammu,0.0
Reasi,5.0
Rajouri,1495.0
Ramban,590.0
Reasi,440.0
Samba,315.0
Shopian,520.0
Baramulla,445.0
Srinagar,1400.0
Udhampur,630.0
Jammu,195.0
Jammu,135.0
Jammu,70.0
Bokaro,1105.0
West Singhbhum,425.0
Chatra,1530.0
Deoghar,1715.0
Dhanbad,2440.0
Dhanbad,30.0
Dumka,725.0
Garhwa,2455.0
Giridih,1500.0
Godda,170.0
Gumla,635.0
Hazaribagh,1855.0
East Singhbum,1380.0
East Singhbum,35.0
Jamtara,670.0
Khunti,720.0
Koderma,530.0
Latehar,1170.0
Lohardaga,265.0
Pakur,310.0
